3,1,1678.5,1674.4,305.4,1417.8,1.0,-1,-1,-1
3,2,81.7,1823.9,297.8,1179.8,1.0,-1,-1,-1
4,1,1677.0,1676.1,305.3,1417.5,1.0,-1,-1,-1
4,2,93.8,1825.8,287.0,1179.1,1.0,-1,-1,-1
5,1,1672.1,1678.7,308.5,1415.6,1.0,-1,-1,-1
5,2,96.2,1826.4,285.6,1178.3,1.0,-1,-1,-1
6,1,1671.4,1678.8,307.7,1416.0,1.0,-1,-1,-1
6,2,100.5,1826.8,284.7,1177.9,1.0,-1,-1,-1
7,1,1671.1,1680.0,307.4,1415.3,1.0,-1,-1,-1
7,2,103.5,1826.6,286.4,1178.8,1.0,-1,-1,-1
8,1,1671.4,1680.2,309.0,1416.1,1.0,-1,-1,-1
8,2,104.3,1826.6,289.1,1179.9,1.0,-1,-1,-1
9,1,1670.6,1680.0,309.1,1416.0,1.0,-1,-1,-1
9,2,103.2,1826.6,292.9,1181.5,1.0,-1,-1,-1
10,1,1667.1,1679.9,311.0,1414.7,1.0,-1,-1,-1
10,2,101.1,1826.5,298.9,1183.3,1.0,-1,-1,-1
11,1,1660.3,1678.6,314.4,1415.1,1.0,-1,-1,-1
11,2,106.1,1825.7,299.9,1185.2,1.0,-1,-1,-1
12,1,1644.7,1678.6,328.6,1413.9,1.0,-1,-1,-1
12,2,116.0,1829.3,299.2,1179.9,1.0,-1,-1,-1
13,1,1623.1,1680.3,345.4,1413.1,1.0,-1,-1,-1
13,2,129.4,1831.2,305.8,1182.6,1.0,-1,-1,-1
14,1,1588.6,1682.0,382.0,1413.7,1.0,-1,-1,-1
14,2,136.3,1835.5,332.3,1180.0,1.0,-1,-1,-1
15,1,1551.5,1682.4,415.4,1413.5,1.0,-1,-1,-1
15,2,140.8,1838.8,365.8,1181.2,1.0,-1,-1,-1
16,1,1505.8,1684.2,452.1,1409.0,1.0,-1,-1,-1
16,2,137.7,1841.1,409.5,1188.1,1.0,-1,-1,-1
17,1,1462.4,1681.9,491.8,1410.5,1.0,-1,-1,-1
17,2,132.6,1844.2,443.6,1195.0,1.0,-1,-1,-1
18,1,1427.0,1679.2,529.8,1413.8,1.0,-1,-1,-1
18,2,127.6,1844.0,479.0,1215.7,1.0,-1,-1,-1
18,3,8.4,2741.9,510.8,1093.0,1.0,-1,-1,-1
19,1,1405.8,1682.5,553.1,1408.3,1.0,-1,-1,-1
19,2,126.3,1845.4,502.1,1243.1,1.0,-1,-1,-1
19,3,10.7,2737.0,511.1,1096.7,1.0,-1,-1,-1
20,1,1400.4,1684.4,559.9,1407.2,1.0,-1,-1,-1
20,2,128.1,1849.7,516.0,1261.0,1.0,-1,-1,-1
20,3,11.2,2728.4,511.0,1106.1,1.0,-1,-1,-1
21,1,1397.2,1687.4,562.1,1405.5,1.0,-1,-1,-1
21,2,132.3,1854.7,522.6,1268.4,1.0,-1,-1,-1
21,3,10.8,2727.3,511.8,1108.1,1.0,-1,-1,-1
22,1,1395.9,1687.5,561.4,1405.3,1.0,-1,-1,-1
22,2,151.9,1858.9,511.6,1269.3,1.0,-1,-1,-1
22,3,8.8,2731.2,511.9,1104.7,1.0,-1,-1,-1
23,1,1398.9,1686.8,557.7,1408.6,1.0,-1,-1,-1
23,2,174.6,1859.8,490.0,1271.0,1.0,-1,-1,-1
23,3,8.4,2734.2,514.5,1102.1,1.0,-1,-1,-1
24,1,1401.3,1683.3,548.3,1406.6,1.0,-1,-1,-1
24,2,208.9,1857.9,444.3,1275.2,1.0,-1,-1,-1
24,3,4.3,2735.1,517.4,1101.5,1.0,-1,-1,-1
25,1,1404.3,1682.4,528.9,1403.0,1.0,-1,-1,-1
25,2,245.5,1854.6,387.9,1277.9,1.0,-1,-1,-1
25,3,1.4,2739.7,518.5,1097.2,1.0,-1,-1,-1
26,1,1407.3,1683.4,507.2,1397.9,1.0,-1,-1,-1
26,2,268.5,1850.3,344.9,1279.9,1.0,-1,-1,-1
26,3,2.9,2735.2,512.7,1099.5,1.0,-1,-1,-1
27,1,1410.6,1687.6,476.1,1388.3,1.0,-1,-1,-1
27,2,296.0,1849.1,305.7,1279.6,1.0,-1,-1,-1
27,3,4.3,2735.7,510.6,1100.1,1.0,-1,-1,-1
28,1,1414.4,1691.2,435.1,1375.6,1.0,-1,-1,-1
28,2,312.8,1849.4,292.3,1280.0,1.0,-1,-1,-1
28,3,5.2,2735.9,508.4,1100.7,1.0,-1,-1,-1
29,1,1410.4,1689.2,391.1,1368.6,1.0,-1,-1,-1
29,2,339.8,1848.9,275.3,1282.6,1.0,-1,-1,-1
29,3,6.0,2731.5,506.5,1105.6,1.0,-1,-1,-1
30,1,1396.9,1686.9,340.5,1368.8,1.0,-1,-1,-1
30,2,356.5,1849.4,282.0,1283.3,1.0,-1,-1,-1
30,3,6.4,2732.4,501.3,1104.0,1.0,-1,-1,-1
31,1,1366.9,1681.4,322.1,1377.4,1.0,-1,-1,-1
31,2,367.9,1849.2,310.4,1285.3,1.0,-1,-1,-1
31,3,6.4,2732.4,501.3,1104.0,1.0,-1,-1,-1
32,1,1329.7,1682.2,333.6,1378.1,1.0,-1,-1,-1
32,2,369.3,1850.6,370.8,1284.2,1.0,-1,-1,-1
32,3,4.7,2732.7,506.0,1100.5,1.0,-1,-1,-1
33,1,1274.2,1682.9,369.9,1372.4,1.0,-1,-1,-1
33,2,367.4,1856.5,441.9,1276.4,1.0,-1,-1,-1
